row_id,service_year,county_code,county_name,payer,age_group_code,age_group_name,sex,unique_member_cnt,util_category,util_cnt,encounter_count,member_months,total_paid_amt_sum,total_paid_amt_mean,total_paid_amt_med,insurer_paid_amt_sum,insurer_paid_amt_mean,insurer_paid_amt_med,member_paid_amt_sum,member_paid_amt_mean,member_paid_amt_med
205541,2019,41,Douglas,COMMERCIAL,3,45 - 64 years,F,245,Other,"1,286",619,"2,917","$222,124.88 ",$358.84 ,$137.74 ,"$180,938.44 ",$292.31 ,$53.47 ,"$41,186.44 ",$66.54 ,$0.00 
206573,2019,47,Freeborn,COMMERCIAL,1,18 years and under,M,69,Other,209,123,809,"$24,129.09 ",$196.17 ,$64.86 ,"$11,234.30 ",$91.34 ,$0.00 ,"$12,894.79 ",$104.84 ,$25.00 
207317,2019,49,Goodhue,MEDICARE,5,75 years and older,M,"1,670",Hospital Outpatient,"94,175","17,381","19,524","$8,278,496.55 ",$476.30 ,$157.70 ,"$6,897,423.64 ",$396.84 ,$129.23 ,"$1,381,072.91 ",$79.46 ,$24.24 
208157,2019,55,Houston,COMMERCIAL,3,45 - 64 years,F,252,Hospital Outpatient,"4,850","1,010","2,913","$2,572,225.23 ","$2,546.76 ",$368.00 ,"$2,311,115.40 ","$2,288.23 ",$298.63 ,"$261,109.83 ",$258.52 ,$0.00 
208901,2019,59,Isanti,COMMERCIAL,3,45 - 64 years,M,109,Hospital Inpatient Professional Services,"1,601",557,"1,261","$709,826.70 ","$1,274.37 ",$523.48 ,"$647,689.93 ","$1,162.82 ",$392.17 ,"$62,136.77 ",$111.56 ,$0.00 
209909,2019,63,Jackson,MEDICARE,4,65 - 74 years,M,90,Emergency department,762,171,"1,052","$45,417.09 ",$265.60 ,$152.44 ,"$38,962.65 ",$227.85 ,$107.17 ,"$6,454.44 ",$37.75 ,$22.91 
210677,2019,67,Kandiyohi,MEDICARE,4,65 - 74 years,M,37,Outpatient Other,"3,272",229,431,"$327,697.84 ","$1,430.99 ",$417.14 ,"$261,854.74 ","$1,143.47 ",$332.35 ,"$65,843.10 ",$287.52 ,$85.84 
212261,2019,77,Lake of the Woods,MEDICARE,4,65 - 74 years,F,62,Other,725,544,744,"$60,505.02 ",$111.22 ,$69.60 ,"$54,095.33 ",$99.44 ,$69.60 ,"$6,409.69 ",$11.78 ,$0.00 
213125,2019,83,Lyon,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,251,Other,"42,682","21,457","2,788","$5,520,693.35 ",$257.29 ,$235.20 ,"$5,519,683.55 ",$257.24 ,$235.20 ,"$1,009.80 ",$0.05 ,$0.00 
214085,2019,89,Marshall,COMMERCIAL,3,45 - 64 years,F,242,Hospital Outpatient,"3,805",914,"2,805","$892,365.29 ",$976.33 ,$379.88 ,"$632,658.46 ",$692.19 ,$193.87 ,"$259,706.83 ",$284.14 ,$25.00 
215069,2019,93,Meeker,MEDICARE,5,75 years and older,M,119,Inpatient Non-acute Professional Services,849,575,"1,197","$50,496.08 ",$87.82 ,$74.86 ,"$46,159.37 ",$80.28 ,$70.34 ,"$4,336.71 ",$7.54 ,$0.00 
215837,2019,97,Morrison,MEDICARE,5,75 years and older,F,678,Emergency department,"4,251","1,335","7,875","$471,254.87 ",$353.00 ,$181.69 ,"$409,960.63 ",$307.09 ,$139.77 ,"$61,294.24 ",$45.91 ,$8.52 
216749,2019,103,Nicollet,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,52,Hospital Inpatient,"1,155",84,550,"$755,619.75 ","$8,995.47 ","$5,803.23 ","$749,587.75 ","$8,923.66 ","$5,803.23 ","$6,032.00 ",$71.81 ,$0.00 
216836,2019,103,Nicollet,MEDICARE,2,19 - 44 years,M,38,Emergency department,293,83,456,"$13,119.77 ",$158.07 ,$131.60 ,"$10,081.64 ",$121.47 ,$100.26 ,"$3,038.13 ",$36.60 ,$26.35 
217796,2019,109,Olmsted,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,427,Independent Lab,"2,561","1,198","4,865","$154,718.32 ",$129.15 ,$73.59 ,"$154,651.92 ",$129.09 ,$73.59 ,$66.40 ,$0.06 ,$0.00 
218564,2019,113,Pennington,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,230,Hospital Outpatient,"9,809","2,109","2,534","$679,274.93 ",$322.08 ,$143.86 ,"$674,746.11 ",$319.94 ,$140.23 ,"$4,528.82 ",$2.15 ,$0.00 
219596,2019,119,Polk,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,121,DME (Durable Medical Equipment),372,237,"1,361","$42,377.63 ",$178.81 ,$73.14 ,"$42,374.43 ",$178.80 ,$73.14 ,$3.20 ,$0.01 ,$0.00 
220388,2019,123,Ramsey,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,400,Inpatient Non-acute Professional Services,"21,196","19,687","4,486","$7,431,347.75 ",$377.47 ,$338.54 ,"$7,431,075.95 ",$377.46 ,$338.54 ,$271.80 ,$0.01 ,$0.00 
221228,2019,127,Redwood,MEDICARE,5,75 years and older,M,81,Independent Lab,370,123,949,"$23,624.97 ",$192.07 ,$36.93 ,"$23,082.63 ",$187.66 ,$34.00 ,$542.34 ,$4.41 ,$0.00 
222260,2019,133,Rock,MEDICARE,3,45 - 64 years,M,39,Other,377,175,455,"$28,910.93 ",$165.21 ,$65.20 ,"$25,085.90 ",$143.35 ,$51.97 ,"$3,825.03 ",$21.86 ,$1.21 
223028,2019,137,Saint Louis,MEDICARE,4,65 - 74 years,F,"4,941",Other,"55,544","37,782","58,998","$4,393,204.08 ",$116.28 ,$68.59 ,"$4,170,450.51 ",$110.38 ,$64.95 ,"$222,753.57 ",$5.90 ,$0.00 
202195,2019,23,Chippewa,COMMERCIAL,2,19 - 44 years,M,27,Other,154,67,311,"$28,159.17 ",$420.29 ,$290.62 ,"$22,276.63 ",$332.49 ,$162.38 ,"$5,882.54 ",$87.80 ,$0.00 
203107,2019,27,Clay,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,54,Home Health,"2,010","1,578",633,"$380,472.61 ",$241.11 ,$75.02 ,"$380,383.01 ",$241.05 ,$75.02 ,$89.60 ,$0.06 ,$0.00 
204283,2019,33,Cottonwood,MEDICARE,5,75 years and older,M,454,Hospital Outpatient,"17,366","3,320","5,252","$2,592,701.79 ",$780.93 ,$212.51 ,"$1,994,583.37 ",$600.78 ,$169.78 ,"$598,118.42 ",$180.16 ,$30.00 
205123,2019,37,Dakota,MEDICARE,5,75 years and older,F,"3,185",Independent Lab,"22,595","7,460","37,839","$607,394.68 ",$81.42 ,$28.63 ,"$574,897.82 ",$77.06 ,$28.12 ,"$32,496.86 ",$4.36 ,$0.00 
205939,2019,43,Faribault,COMMERCIAL,3,45 - 64 years,M,34,Hospital Inpatient,537,41,397,"$1,818,220.42 ","$44,346.84 ","$30,586.99 ","$1,781,512.62 ","$43,451.53 ","$29,423.26 ","$36,707.80 ",$895.31 ,$0.00 
206995,2019,49,Goodhue,COMMERCIAL,3,45 - 64 years,F,121,Independent Lab,789,196,"1,406","$74,273.94 ",$378.95 ,$195.74 ,"$66,939.93 ",$341.53 ,$174.82 ,"$7,334.01 ",$37.42 ,$0.00 
207859,2019,53,Hennepin,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,198,Pharmacy,662,467,"2,290","$20,306.93 ",$43.48 ,$22.00 ,"$20,306.93 ",$43.48 ,$22.00 ,$0.00 ,$0.00 ,$0.00 
208627,2019,57,Hubbard,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,12,Inpatient Non-acute,635,223,138,"$64,197.86 ",$287.88 ,$116.80 ,"$64,172.86 ",$287.77 ,$116.80 ,$25.00 ,$0.11 ,$0.00 
209467,2019,61,Itasca,MINNESOTA HEALTH CARE PROGRAMS,4,65 - 74 years,F,71,Other,"12,832","9,534",837,"$1,729,817.16 ",$181.44 ,$130.05 ,"$1,727,662.36 ",$181.21 ,$130.05 ,"$2,154.80 ",$0.23 ,$0.00 
210499,2019,67,Kandiyohi,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,112,Hospital Inpatient Professional Services,"1,711",715,"1,232","$167,760.80 ",$234.63 ,$84.78 ,"$167,717.55 ",$234.57 ,$84.78 ,$43.25 ,$0.06 ,$0.00 
211819,2019,75,Lake,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,20,Ambulance,464,171,228,"$32,248.61 ",$188.59 ,$72.00 ,"$32,248.61 ",$188.59 ,$72.00 ,$0.00 ,$0.00 ,$0.00 
212851,2019,81,Lincoln,MINNESOTA HEALTH CARE PROGRAMS,5,75 years and older,F,13,Hospital Outpatient,576,122,147,"$16,067.81 ",$131.70 ,$37.36 ,"$15,905.07 ",$130.37 ,$37.36 ,$162.74 ,$1.33 ,$0.00 
213643,2019,85,McLeod,MEDICARE,3,45 - 64 years,F,53,Ambulance,248,99,622,"$76,120.67 ",$768.90 ,$546.58 ,"$63,646.01 ",$642.89 ,$458.70 ,"$12,474.66 ",$126.01 ,$94.57 
214747,2019,93,Meeker,COMMERCIAL,3,45 - 64 years,F,64,Ambulatory Surgery,379,96,748,"$468,836.81 ","$4,883.72 ","$2,788.05 ","$383,397.12 ","$3,993.72 ","$1,809.79 ","$85,439.69 ",$890.00 ,$89.73 
215683,2019,97,Morrison,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,51,Inpatient Non-acute Professional Services,"1,716","1,482",593,"$378,944.70 ",$255.70 ,$90.42 ,"$378,925.70 ",$255.69 ,$90.42 ,$19.00 ,$0.01 ,$0.00 
216571,2019,103,Nicollet,COMMERCIAL,2,19 - 44 years,F,41,DME (Durable Medical Equipment),88,56,464,"$13,798.14 ",$246.40 ,$248.02 ,"$12,415.73 ",$221.71 ,$220.30 ,"$1,382.41 ",$24.69 ,$0.00 
217555,2019,107,Norman,MEDICARE,4,65 - 74 years,M,237,Clinic/Office,"2,546","1,427","2,819","$200,047.50 ",$140.19 ,$90.80 ,"$155,763.40 ",$109.15 ,$68.30 ,"$44,284.10 ",$31.03 ,$20.00 
218347,2019,111,Otter Tail,MEDICARE,3,45 - 64 years,M,225,Independent Lab,"1,308",453,"2,607","$38,705.09 ",$85.44 ,$36.08 ,"$35,747.73 ",$78.91 ,$30.82 ,"$2,957.36 ",$6.53 ,$0.00 
203466,2019,29,Clearwater,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,40,DME (Durable Medical Equipment),230,115,464,"$45,909.02 ",$399.21 ,$43.29 ,"$45,897.98 ",$399.11 ,$43.29 ,$11.04 ,$0.10 ,$0.00 
204354,2019,35,Crow Wing,COMMERCIAL,3,45 - 64 years,F,155,Hospital Inpatient Professional Services,"2,117",859,"1,784","$753,511.31 ",$877.20 ,$205.74 ,"$686,606.29 ",$799.31 ,$171.92 ,"$66,905.02 ",$77.89 ,$0.00 
204978,2019,37,Dakota,MINNESOTA HEALTH CARE PROGRAMS,4,65 - 74 years,M,72,Hospital Inpatient,"1,921",123,773,"$713,552.50 ","$5,801.24 ","$1,364.00 ","$710,826.10 ","$5,779.07 ","$1,364.00 ","$2,726.40 ",$22.17 ,$0.00 
205986,2019,43,Faribault,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,354,Other,"16,308","9,056","4,013","$1,360,209.58 ",$150.20 ,$96.39 ,"$1,360,209.58 ",$150.20 ,$96.39 ,$0.00 ,$0.00 ,$0.00 
206994,2019,49,Goodhue,COMMERCIAL,3,45 - 64 years,F,871,Hospital Outpatient,"12,823","2,831","10,124","$5,838,081.69 ","$2,062.20 ",$418.30 ,"$5,172,981.82 ","$1,827.26 ",$343.22 ,"$665,099.87 ",$234.93 ,$0.00 
207930,2019,53,Hennepin,MINNESOTA HEALTH CARE PROGRAMS,4,65 - 74 years,M,104,Hospice,"2,703","2,415",864,"$1,370,436.07 ",$567.47 ,$189.96 ,"$1,370,436.07 ",$567.47 ,$189.96 ,$0.00 ,$0.00 ,$0.00 
208866,2019,59,Isanti,COMMERCIAL,2,19 - 44 years,M,56,DME (Durable Medical Equipment),333,187,636,"$72,497.09 ",$387.68 ,$111.92 ,"$50,388.29 ",$269.46 ,$65.48 ,"$22,108.80 ",$118.23 ,$19.55 
209610,2019,61,Itasca,MEDICARE,5,75 years and older,F,966,Emergency department,"7,364","2,047","11,008","$544,166.59 ",$265.84 ,$180.03 ,"$496,018.27 ",$242.31 ,$152.30 ,"$48,148.32 ",$23.52 ,$1.83 
210546,2019,67,Kandiyohi,MINNESOTA HEALTH CARE PROGRAMS,4,65 - 74 years,M,15,Hospital Inpatient,308,26,162,"$65,846.17 ","$2,532.55 ","$1,364.00 ","$65,551.77 ","$2,521.22 ","$1,364.00 ",$294.40 ,$11.32 ,$0.00 
211482,2019,73,Lac Qui Parle,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,122,Clinic/Office,"1,044",688,"1,296","$67,521.77 ",$98.14 ,$65.59 ,"$65,538.66 ",$95.26 ,$61.20 ,"$1,983.11 ",$2.88 ,$0.00 
212610,2019,79,Le Sueur,MEDICARE,3,45 - 64 years,M,128,Other,930,367,"1,459","$83,918.45 ",$228.66 ,$112.83 ,"$67,881.54 ",$184.96 ,$89.89 ,"$16,036.91 ",$43.70 ,$13.25 
213666,2019,85,McLeod,MEDICARE,3,45 - 64 years,M,71,Hospital Inpatient Professional Services,"2,053",610,806,"$202,458.48 ",$331.90 ,$167.58 ,"$175,095.34 ",$287.04 ,$146.88 ,"$27,363.14 ",$44.86 ,$14.90 
214938,2019,93,Meeker,MINNESOTA HEALTH CARE PROGRAMS,5,75 years and older,F,14,Inpatient Non-acute Professional Services,66,54,150,$983.54 ,$18.21 ,$1.40 ,$983.54 ,$18.21 ,$1.40 ,$0.00 ,$0.00 ,$0.00 
215730,2019,97,Morrison,MINNESOTA HEALTH CARE PROGRAMS,5,75 years and older,F,69,Other,"8,736","7,083",784,"$671,278.29 ",$94.77 ,$35.85 ,"$660,940.67 ",$93.31 ,$33.04 ,"$10,337.62 ",$1.46 ,$0.00 
216690,2019,103,Nicollet,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,63,Independent Lab,233,98,708,"$9,482.15 ",$96.76 ,$47.16 ,"$9,482.15 ",$96.76 ,$47.16 ,$0.00 ,$0.00 ,$0.00 
217602,2019,109,Olmsted,COMMERCIAL,1,18 years and under,F,49,Hospital Inpatient,452,57,383,"$489,096.15 ","$8,580.63 ","$2,523.96 ","$455,272.70 ","$7,987.24 ","$2,216.63 ","$33,823.45 ",$593.39 ,$0.00 
218370,2019,111,Otter Tail,MEDICARE,4,65 - 74 years,M,385,DME (Durable Medical Equipment),"3,026","1,840","4,541","$256,777.06 ",$139.55 ,$51.86 ,"$203,742.63 ",$110.73 ,$41.32 ,"$53,034.43 ",$28.82 ,$10.54 
219498,2019,119,Polk,COMMERCIAL,3,45 - 64 years,F,139,Emergency department,664,250,"1,610","$161,143.12 ",$644.57 ,$339.78 ,"$120,001.03 ",$480.00 ,$236.76 ,"$41,142.09 ",$164.57 ,$0.00 
220362,2019,123,Ramsey,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,"30,652",Clinic/Office,"597,111","293,751","322,290","$35,501,165.58 ",$120.85 ,$87.79 ,"$35,018,060.61 ",$119.21 ,$85.65 ,"$483,104.97 ",$1.64 ,$0.00 
221250,2019,129,Renville,COMMERCIAL,1,18 years and under,M,39,Emergency department,161,54,457,"$54,349.19 ","$1,006.47 ",$673.06 ,"$32,753.02 ",$606.54 ,$289.16 ,"$21,596.17 ",$399.93 ,$220.02 
222306,2019,133,Rock,MEDICARE,5,75 years and older,F,31,Outpatient Other,"2,659",485,360,"$85,859.55 ",$177.03 ,$16.59 ,"$69,472.42 ",$143.24 ,$16.59 ,"$16,387.13 ",$33.79 ,$0.00 
223074,2019,137,Saint Louis,MEDICARE,5,75 years and older,M,"3,407",Other,"30,407","21,695","40,138","$3,357,289.18 ",$154.75 ,$79.45 ,"$3,140,297.00 ",$144.75 ,$76.40 ,"$216,992.18 ",$10.00 ,$0.00 
223818,2019,141,Sherburne,MEDICARE,2,19 - 44 years,M,211,Clinic/Office,"4,562","2,022","2,520","$229,590.96 ",$113.55 ,$90.80 ,"$170,305.43 ",$84.23 ,$63.86 ,"$59,285.53 ",$29.32 ,$18.46 
224466,2019,145,Stearns,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,42,Inpatient Non-acute Professional Services,"2,922","2,863",485,"$1,159,062.86 ",$404.84 ,$272.65 ,"$1,158,963.66 ",$404.81 ,$272.65 ,$99.20 ,$0.03 ,$0.00 
225426,2019,149,Stevens,MEDICARE,5,75 years and older,M,332,Hospital Outpatient,"23,884","4,832","3,850","$2,756,369.61 ",$570.44 ,$101.63 ,"$2,182,637.50 ",$451.70 ,$84.92 ,"$573,732.11 ",$118.74 ,$8.02 
198212,2019,1,Aitkin,MEDICARE,5,75 years and older,F,23,Outpatient Other,"2,857",240,271,"$132,493.83 ",$552.06 ,$46.28 ,"$106,802.88 ",$445.01 ,$46.22 ,"$25,690.95 ",$107.05 ,$0.00 
215598,2019,97,Morrison,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,64,Ambulatory Surgery,259,65,735,"$93,542.48 ","$1,439.12 ","$1,376.88 ","$93,542.48 ","$1,439.12 ","$1,376.88 ",$0.00 ,$0.00 ,$0.00 
216582,2019,103,Nicollet,COMMERCIAL,2,19 - 44 years,M,13,DME (Durable Medical Equipment),82,50,156,"$14,206.82 ",$284.14 ,$148.80 ,"$10,256.01 ",$205.12 ,$127.20 ,"$3,950.81 ",$79.02 ,$28.48 
217590,2019,107,Norman,MEDICARE,5,75 years and older,M,55,Hospital Inpatient,"1,402",86,625,"$1,129,755.07 ","$13,136.69 ","$10,658.85 ","$1,058,442.63 ","$12,307.47 ","$9,921.42 ","$71,312.44 ",$829.21 ,"$1,364.00 "
218382,2019,111,Otter Tail,MEDICARE,5,75 years and older,F,559,Ambulance,"1,977",863,"6,179","$553,075.14 ",$640.88 ,$533.20 ,"$442,476.60 ",$512.72 ,$407.77 ,"$110,598.54 ",$128.16 ,$100.00 
219222,2019,117,Pipestone,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,55,Hospital Inpatient,502,59,435,"$411,129.14 ","$6,968.29 ","$4,740.97 ","$411,129.14 ","$6,968.29 ","$4,740.97 ",$0.00 ,$0.00 ,$0.00 
220158,2019,121,Pope,MEDICARE,5,75 years and older,M,439,Clinic/Office,"6,658","4,002","5,126","$795,720.74 ",$198.83 ,$180.68 ,"$669,045.48 ",$167.18 ,$133.92 ,"$126,675.26 ",$31.65 ,$19.80 
220998,2019,127,Redwood,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,255,Other,"14,313","9,868","2,868","$1,063,294.81 ",$107.75 ,$73.95 ,"$1,063,294.81 ",$107.75 ,$73.95 ,$0.00 ,$0.00 ,$0.00 
221790,2019,131,Rice,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,110,Inpatient Non-acute,"1,179",653,"1,033","$1,070,055.36 ","$1,638.68 ","$1,356.67 ","$1,070,055.36 ","$1,638.68 ","$1,356.67 ",$0.00 ,$0.00 ,$0.00 
222606,2019,135,Roseau,MEDICARE,4,65 - 74 years,F,15,Inpatient Non-acute Professional Services,97,83,160,"$8,760.91 ",$105.55 ,$77.40 ,"$8,094.02 ",$97.52 ,$66.98 ,$666.89 ,$8.03 ,$8.74 
223326,2019,139,Scott,MINNESOTA HEALTH CARE PROGRAMS,4,65 - 74 years,F,17,Independent Lab,202,58,201,"$4,181.73 ",$72.10 ,$29.26 ,"$4,056.73 ",$69.94 ,$29.26 ,$125.00 ,$2.16 ,$0.00 
203093,2019,27,Clay,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,163,Hospital Inpatient,"2,945",281,"1,602","$2,100,263.96 ","$7,474.25 ","$4,432.51 ","$2,099,485.16 ","$7,471.48 ","$4,432.51 ",$778.80 ,$2.77 ,$0.00 
204101,2019,33,Cottonwood,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,83,Emergency department,829,231,947,"$78,355.80 ",$339.20 ,$256.63 ,"$77,594.72 ",$335.91 ,$253.46 ,$761.08 ,$3.29 ,$0.00 
204869,2019,37,Dakota,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,"1,118",Hospital Inpatient Professional Services,"11,238","6,100","9,306","$1,152,919.85 ",$189.00 ,$95.28 ,"$1,152,919.85 ",$189.00 ,$95.28 ,$0.00 ,$0.00 ,$0.00 
205517,2019,41,Douglas,COMMERCIAL,2,19 - 44 years,M,182,Emergency department,662,252,"2,085","$307,837.53 ","$1,221.58 ","$1,101.98 ","$175,147.45 ",$695.03 ,$330.47 ,"$132,690.08 ",$526.55 ,$236.31 
206549,2019,45,Fillmore,MEDICARE,5,75 years and older,M,91,Independent Lab,331,123,"1,069","$13,460.48 ",$109.43 ,$37.20 ,"$12,873.00 ",$104.66 ,$37.20 ,$587.48 ,$4.78 ,$0.00 
207293,2019,49,Goodhue,MEDICARE,5,75 years and older,F,469,Ambulance,"2,437",864,"5,257","$419,237.28 ",$485.23 ,$429.78 ,"$358,484.20 ",$414.91 ,$356.54 ,"$60,753.08 ",$70.32 ,$25.00 
208109,2019,53,Hennepin,MEDICARE,5,75 years and older,M,"13,817",Other,"399,571","222,248","163,238","$33,314,273.22 ",$149.90 ,$99.60 ,"$32,049,411.62 ",$144.21 ,$96.80 ,"$1,264,861.60 ",$5.69 ,$0.00 
208853,2019,59,Isanti,COMMERCIAL,2,19 - 44 years,F,327,Emergency department,"1,557",514,"3,703","$560,119.38 ","$1,089.73 ","$1,006.41 ","$398,301.98 ",$774.91 ,$710.36 ,"$161,817.40 ",$314.82 ,$100.00 
209885,2019,63,Jackson,MEDICARE,3,45 - 64 years,M,20,Independent Lab,127,44,240,"$4,105.45 ",$93.31 ,$31.45 ,"$4,081.93 ",$92.77 ,$30.53 ,$23.52 ,$0.53 ,$0.00 
210653,2019,67,Kandiyohi,MEDICARE,4,65 - 74 years,F,14,Hospice,"1,091",46,100,"$158,451.02 ","$3,444.59 ","$4,204.38 ","$158,451.02 ","$3,444.59 ","$4,204.38 ",$0.00 ,$0.00 ,$0.00 
212117,2019,77,Lake of the Woods,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,21,Hospital Inpatient,295,27,244,"$92,648.53 ","$3,431.43 ","$3,099.71 ","$92,648.53 ","$3,431.43 ","$3,099.71 ",$0.00 ,$0.00 ,$0.00 
213101,2019,83,Lyon,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,104,DME (Durable Medical Equipment),450,252,"1,124","$78,227.73 ",$310.43 ,$72.50 ,"$78,205.33 ",$310.34 ,$72.50 ,$22.40 ,$0.09 ,$0.00 
214061,2019,89,Marshall,COMMERCIAL,2,19 - 44 years,F,56,Independent Lab,187,89,631,"$13,882.73 ",$155.99 ,$93.60 ,"$8,096.93 ",$90.98 ,$41.05 ,"$5,785.80 ",$65.01 ,$21.54 
215045,2019,93,Meeker,MEDICARE,5,75 years and older,F,389,Emergency department,"3,188",727,"4,452","$211,982.88 ",$291.59 ,$211.78 ,"$195,415.19 ",$268.80 ,$185.03 ,"$16,567.69 ",$22.79 ,$0.00 
215813,2019,97,Morrison,MEDICARE,4,65 - 74 years,F,405,Independent Lab,"3,682",930,"4,833","$138,363.77 ",$148.78 ,$39.40 ,"$137,202.14 ",$147.53 ,$39.40 ,"$1,161.63 ",$1.25 ,$0.00 
216725,2019,103,Nicollet,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,13,Pharmacy,25,13,156,$435.89 ,$33.53 ,$38.48 ,$435.89 ,$33.53 ,$38.48 ,$0.00 ,$0.00 ,$0.00 
221490,2019,129,Renville,MEDICARE,2,19 - 44 years,M,33,Hospital Outpatient,723,149,392,"$76,653.38 ",$514.45 ,$201.94 ,"$53,023.51 ",$355.86 ,$170.14 ,"$23,629.87 ",$158.59 ,$31.79 
222474,2019,135,Roseau,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,22,DME (Durable Medical Equipment),179,115,235,"$4,542.97 ",$39.50 ,$7.00 ,"$4,542.97 ",$39.50 ,$7.00 ,$0.00 ,$0.00 ,$0.00 
223218,2019,139,Scott,COMMERCIAL,5,75 years and older,M,22,Independent Lab,200,61,260,"$1,844.32 ",$30.23 ,$0.00 ,"$1,777.07 ",$29.13 ,$0.00 ,$67.25 ,$1.10 ,$0.00 
223938,2019,143,Sibley,COMMERCIAL,1,18 years and under,M,50,Emergency department,206,61,534,"$77,287.54 ","$1,267.01 ",$835.88 ,"$46,985.55 ",$770.25 ,$168.64 ,"$30,301.99 ",$496.75 ,$300.00 
224634,2019,145,Stearns,MEDICARE,3,45 - 64 years,M,135,Ambulatory Surgery,"1,029",187,"1,590","$351,388.00 ","$1,879.08 ","$1,115.35 ","$292,981.83 ","$1,566.75 ",$918.29 ,"$58,406.17 ",$312.33 ,$193.42 
225570,2019,151,Swift,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,118,Other,"12,490","6,294","1,344","$1,301,208.58 ",$206.74 ,$227.78 ,"$1,300,747.78 ",$206.66 ,$227.78 ,$460.80 ,$0.07 ,$0.00 
226962,2019,159,Wadena,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,80,Independent Lab,443,194,913,"$29,047.56 ",$149.73 ,$65.88 ,"$29,047.56 ",$149.73 ,$65.88 ,$0.00 ,$0.00 ,$0.00 
227682,2019,163,Washington,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,31,Outpatient Other,448,386,340,"$44,379.20 ",$114.97 ,$71.46 ,"$44,379.20 ",$114.97 ,$71.46 ,$0.00 ,$0.00 ,$0.00 
228570,2019,167,Wilkin,MEDICARE,4,65 - 74 years,F,246,Hospital Outpatient,"8,469","2,032","2,909","$845,183.61 ",$415.94 ,$171.70 ,"$693,768.76 ",$341.42 ,$138.87 ,"$151,414.85 ",$74.52 ,$21.97 
229266,2019,171,Wright,MINNESOTA HEALTH CARE PROGRAMS,5,75 years and older,F,74,Hospice,"1,451",961,609,"$1,370,287.82 ","$1,425.90 ",$0.00 ,"$1,370,287.82 ","$1,425.90 ",$0.00 ,$0.00 ,$0.00 ,$0.00 
198638,2019,3,Anoka,MEDICARE,4,65 - 74 years,M,120,Hospice,"6,234",312,933,"$1,166,393.67 ","$3,738.44 ","$4,608.05 ","$1,166,393.67 ","$3,738.44 ","$4,608.05 ",$0.00 ,$0.00 ,$0.00 
199430,2019,7,Beltrami,MEDICARE,5,75 years and older,F,349,Ambulance,"2,315",872,"3,906","$465,124.46 ",$533.40 ,$473.22 ,"$391,293.90 ",$448.73 ,$375.06 ,"$73,830.56 ",$84.67 ,$92.29 
200510,2019,13,Blue Earth,MEDICARE,3,45 - 64 years,M,276,Emergency department,"3,157",742,"3,211","$188,170.97 ",$253.60 ,$179.22 ,"$154,843.51 ",$208.68 ,$141.08 ,"$33,327.46 ",$44.92 ,$35.39 
201254,2019,17,Carlton,MEDICARE,3,45 - 64 years,F,86,Hospital Inpatient Professional Services,"1,767",637,"1,019","$206,705.72 ",$324.50 ,$142.15 ,"$174,444.53 ",$273.85 ,$115.45 ,"$32,261.19 ",$50.65 ,$22.37 
201998,2019,21,Cass,MINNESOTA HEALTH CARE PROGRAMS,4,65 - 74 years,M,19,DME (Durable Medical Equipment),150,90,218,"$6,265.33 ",$69.61 ,$4.19 ,"$6,249.33 ",$69.44 ,$4.19 ,$16.00 ,$0.18 ,$0.00 
